city,zip_code,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_score,cltv,churn_reason,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
raisin city,93652,36.594542,-119.905245,19,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.95,1760.25,40,5316,missing,265,0,1,1,0,1,1,0
raymond,93653,37.252057,-119.95783,43,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,credit card (automatic),86.1,3551.65,42,2358,missing,972,1,0,1,0,1,1,0
reedley,93654,36.636638,-119.421842,6,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,122.9,25,3072,missing,25923,1,0,1,1,1,0,0
riverdale,93656,36.452211,-119.94575,56,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,24.8,1424.2,79,4262,missing,5729,1,0,0,1,1,1,0
san joaquin,93660,36.600193,-120.153393,34,no,fiber optic,no,no,yes,no,yes,no,month-to-month,mailed check,84.05,2909.95,67,3476,missing,4318,1,0,1,1,1,1,0
selma,93662,36.545322,-119.642281,10,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,electronic check,36.25,374,24,4571,missing,26213,0,0,0,0,0,0,0
sultana,93666,36.545353,-119.338535,56,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,98.6,5581.05,58,5601,missing,306,1,0,0,0,1,0,0
tollhouse,93667,36.993666,-119.348267,55,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,credit card (automatic),103.65,5676.65,46,4768,missing,2633,0,0,1,0,1,1,0
tranquillity,93668,36.635661,-120.288644,36,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),92.9,3379.25,77,3570,missing,1130,0,0,1,1,1,1,0
wishon,93669,37.287758,-119.548156,47,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.9,942.95,70,5394,missing,327,1,0,1,0,1,0,0
traver,93673,36.456091,-119.486225,12,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.1,232.4,21,2360,missing,646,0,0,1,1,1,1,0
fresno,93701,36.749403,-119.787574,24,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,80.5,2088.45,40,4422,missing,13858,1,1,0,0,1,1,0
fresno,93703,36.768774,-119.762633,35,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,electronic check,39.85,1434.6,60,2030,missing,31180,0,1,0,0,0,1,0
fresno,93704,36.799648,-119.801247,67,no,dsl,yes,yes,no,yes,no,no,one year,credit card (automatic),60.5,3870,48,4363,missing,26580,0,0,0,0,1,0,0
fresno,93706,36.654614,-119.903674,21,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,mailed check,103.85,2215,77,4520,missing,35790,1,0,0,0,1,0,0
fresno,93710,36.822715,-119.761826,13,no,dsl,yes,yes,no,yes,no,yes,month-to-month,bank transfer (automatic),67.8,842.25,30,4115,missing,29337,0,0,0,0,1,0,0
fresno,93720,36.878709,-119.7645,71,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.85,1901,53,4367,missing,45087,1,1,1,0,1,0,0
fresno,93721,36.732694,-119.783786,29,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.35,601.6,49,5227,missing,6848,0,0,0,0,1,0,0
fresno,93725,36.623632,-119.741322,7,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,89.0,605.45,36,5711,missing,21010,1,1,1,0,1,1,0
fresno,93726,36.793601,-119.761131,57,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,electronic check,55.0,3094.05,76,4622,missing,39148,0,1,0,0,0,1,0
fresno,93727,36.751489,-119.68072,65,yes,dsl,yes,no,yes,yes,no,yes,two year,bank transfer (automatic),76.15,4929.55,46,6177,missing,54701,1,0,1,0,1,0,0
fresno,93728,36.757345,-119.818274,27,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.3,595.05,71,3159,missing,16346,1,0,0,0,1,0,0
salinas,93905,36.667794,-121.601306,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),117.35,8436.25,71,4008,missing,58548,0,1,0,0,1,1,0
salinas,93906,36.722898,-121.633648,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.75,19.75,33,4441,missing,53946,1,0,0,0,1,1,0
salinas,93907,36.77462,-121.664714,11,no,dsl,no,no,no,no,no,no,month-to-month,credit card (automatic),45.2,492,39,5253,missing,22292,1,0,0,0,1,0,0
salinas,93908,36.624338,-121.615669,39,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,25.2,987.95,65,5453,missing,13027,1,0,1,1,1,0,0
big sur,93920,36.092975,-121.549826,59,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,electronic check,89.75,5496.9,70,5170,missing,1006,0,1,0,0,1,1,0
carmel by the sea,93921,36.554618,-121.922239,26,no,dsl,yes,no,no,yes,yes,yes,one year,bank transfer (automatic),75.0,1908.35,79,4705,missing,2966,1,0,0,0,1,0,0
carmel,93923,36.460611,-121.852507,2,no,dsl,no,no,yes,no,no,no,month-to-month,mailed check,49.95,107.1,78,5251,missing,13121,1,1,0,0,1,0,0
carmel valley,93924,36.414611,-121.6386,72,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),65.7,4575.35,52,6187,missing,6691,0,0,1,1,0,0,0
chualar,93925,36.596271,-121.442274,65,yes,dsl,yes,yes,yes,no,no,no,one year,credit card (automatic),67.05,4309.55,52,5224,missing,1140,1,0,1,0,1,0,0
gonzales,93926,36.52588,-121.396719,72,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,credit card (automatic),110.9,7922.75,27,6444,missing,9023,1,0,1,1,1,0,0
greenfield,93927,36.248708,-121.386617,6,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,bank transfer (automatic),87.95,522.35,47,2684,missing,14204,1,0,0,0,1,1,0
jolon,93928,35.930782,-121.189757,32,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),19.8,587.7,78,3836,missing,254,1,1,0,0,1,0,0
king city,93930,36.220761,-120.980777,50,yes,dsl,no,no,yes,no,yes,yes,one year,bank transfer (automatic),75.7,3876.2,75,6144,missing,14477,0,0,1,0,1,0,0
lockwood,93932,35.989792,-121.055933,61,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,mailed check,62.15,3778.85,59,6427,missing,538,1,0,1,0,0,1,0
monterey,93940,36.362741,-121.869685,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),115.15,8349.45,26,5398,missing,32857,1,0,1,0,1,0,0
pebble beach,93953,36.587497,-121.944815,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.5,19.5,33,3107,missing,4602,0,0,0,0,1,0,0
san lucas,93954,36.125529,-120.864443,12,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,86.55,1066.9,71,2061,missing,521,0,0,0,0,1,1,0
soledad,93960,36.414216,-121.360597,61,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.4,1226.45,77,5897,missing,13003,1,0,1,1,1,0,0
spreckels,93962,36.624641,-121.647195,18,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.8,342.3,74,4808,missing,407,1,0,1,1,1,0,0
belmont,94002,37.509366,-122.306132,21,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,45.65,985.05,39,5731,missing,25566,1,0,0,1,1,0,0
brisbane,94005,37.684694,-122.40712,68,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,mailed check,56.4,3948.45,59,4556,missing,3635,1,0,1,1,0,1,0
burlingame,94010,37.57028,-122.365778,12,yes,fiber optic,no,no,no,no,no,no,month-to-month,credit card (automatic),73.3,828.05,38,5159,missing,40346,1,1,0,0,1,1,0
daly city,94015,37.680844,-122.48131,62,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,101.35,6164.7,77,5049,missing,63337,0,0,1,0,1,1,0
la honda,94020,37.285677,-122.224165,1,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,mailed check,33.6,33.6,27,4369,missing,1622,1,0,0,1,0,0,0
los altos,94022,37.349546,-122.134356,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,electronic check,20.7,20.7,68,3061,missing,18486,0,0,0,0,1,0,0
los altos,94024,37.352911,-122.093002,62,yes,fiber optic,no,no,yes,yes,yes,yes,two year,electronic check,104.05,6590.5,33,5900,missing,21496,1,0,0,1,1,1,0
menlo park,94025,37.449551,-122.183762,36,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.25,717.95,57,5272,missing,39062,0,0,1,1,1,0,0
portola valley,94028,37.369709,-122.215844,69,yes,dsl,yes,yes,no,yes,yes,no,one year,credit card (automatic),73.7,4885.85,78,4268,missing,6601,0,0,1,1,1,0,0
montara,94037,37.540582,-122.509594,63,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,electronic check,108.75,6871.7,20,4582,missing,2346,0,0,1,0,1,1,0
moss beach,94038,37.515556,-122.502311,23,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.15,405.6,63,4402,missing,3064,1,0,0,0,1,0,0
mountain view,94040,37.380662,-122.086022,10,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.75,208.25,62,3926,missing,32143,1,0,0,0,1,0,0
mountain view,94041,37.388349,-122.075299,71,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),25.95,1801.9,23,5072,missing,13483,0,0,1,0,1,1,0
mountain view,94043,37.419725,-122.062947,45,yes,dsl,yes,no,no,yes,no,yes,month-to-month,electronic check,70.05,3062.45,43,4223,missing,27822,0,1,0,0,1,1,0
pacifica,94044,37.573633,-122.455167,70,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,24.05,1764.75,32,4722,missing,38885,0,0,1,1,1,0,0
pescadero,94060,37.22565,-122.297533,22,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,84.75,1816.75,79,4240,missing,2055,0,0,0,1,1,1,0
redwood city,94061,37.461251,-122.235414,52,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,23.05,1255.1,34,4922,missing,35737,0,0,1,1,1,0,0
redwood city,94063,37.499411,-122.196318,65,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,credit card (automatic),59.95,3921.1,74,6251,missing,32368,0,0,0,0,0,0,0
redwood city,94065,37.527497,-122.230941,72,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.55,1463.45,68,4424,missing,10658,0,0,1,1,1,0,0
san bruno,94066,37.624436,-122.430661,10,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.6,189.45,57,3778,missing,39566,1,0,1,0,1,0,0
san carlos,94070,37.497915,-122.267361,7,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.05,96.8,62,3810,missing,28098,0,0,0,1,1,0,0
san gregorio,94074,37.331762,-122.341444,5,no,fiber optic,no,yes,no,no,no,yes,month-to-month,electronic check,85.55,408.5,48,2850,missing,291,1,1,0,0,1,1,0
south san francisco,94080,37.654436,-122.426468,24,yes,dsl,yes,no,yes,no,yes,yes,two year,credit card (automatic),78.6,1846.65,30,2939,missing,60599,0,0,1,1,1,0,0
sunnyvale,94086,37.378541,-122.020456,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),116.8,8456.75,52,6252,missing,64010,0,0,1,1,1,1,0
sunnyvale,94087,37.3511,-122.037311,21,no phone service,dsl,yes,no,no,yes,yes,no,month-to-month,mailed check,43.55,1011.5,63,5808,missing,50070,1,0,0,0,0,1,0
sunnyvale,94089,37.421633,-122.009613,69,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,credit card (automatic),60.8,4263.4,63,5683,missing,16985,1,0,1,0,0,1,0
san francisco,94102,37.7795,-122.419233,44,no,dsl,no,yes,no,yes,no,no,month-to-month,bank transfer (automatic),54.9,2549.1,21,4412,missing,28998,1,0,1,1,1,1,0
san francisco,94103,37.773147,-122.411287,61,yes,dsl,no,no,yes,no,yes,no,one year,electronic check,65.2,3965.05,30,6238,missing,23036,0,1,1,1,1,1,0
san francisco,94109,37.794487,-122.42227,72,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,electronic check,108.2,7840.6,57,4773,missing,56330,1,0,1,0,1,1,0
san francisco,94110,37.750021,-122.415201,72,yes,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),92.0,6632.75,68,4200,missing,74641,1,0,0,0,1,0,0
san francisco,94111,37.801776,-122.402293,14,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,75.1,1013.35,66,3771,missing,3337,1,1,1,0,1,1,0
san francisco,94112,37.720498,-122.443119,7,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),25.05,152.95,54,4868,missing,73117,1,0,0,0,1,1,0
san francisco,94114,37.758085,-122.434801,48,no,fiber optic,no,yes,no,no,no,no,one year,electronic check,75.15,3772.65,75,3345,missing,30587,0,0,0,0,1,0,0
san francisco,94115,37.786031,-122.437301,55,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.5,1026.35,64,5067,missing,33122,1,0,1,1,1,0,0
san francisco,94116,37.74441,-122.486764,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.3,19.3,47,5626,missing,42959,1,0,0,0,1,0,0
san francisco,94117,37.770533,-122.445121,45,no,fiber optic,yes,yes,yes,yes,yes,yes,one year,credit card (automatic),112.2,5031.85,74,3091,missing,38756,1,0,0,0,1,0,0
san francisco,94118,37.781304,-122.461522,3,no,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,70.3,220.4,67,4275,missing,38955,1,0,0,0,1,1,0
san francisco,94121,37.776718,-122.495781,71,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.6,1416.5,20,4890,missing,42476,0,0,1,0,1,0,0
san francisco,94122,37.760412,-122.484966,8,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.25,158.35,24,4964,missing,55504,1,0,1,0,1,0,0
san francisco,94124,37.731505,-122.384532,69,no,dsl,yes,yes,no,yes,yes,yes,two year,bank transfer (automatic),80.65,5542.55,41,4618,missing,33177,1,0,1,1,1,0,0
san francisco,94129,37.797526,-122.464531,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),115.75,8443.7,50,6205,missing,2240,0,1,1,0,1,1,0
san francisco,94131,37.746699,-122.442833,71,yes,dsl,yes,yes,yes,yes,no,yes,two year,bank transfer (automatic),80.6,5708.2,47,5447,missing,27906,1,0,0,0,1,0,0
san francisco,94133,37.802071,-122.411004,33,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,bank transfer (automatic),59.55,2016.3,68,5980,missing,26831,0,0,1,0,0,0,0
san francisco,94134,37.721052,-122.413573,16,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.05,326.65,60,4336,missing,40137,0,0,0,0,1,0,0
palo alto,94301,37.444314,-122.149996,56,yes,fiber optic,yes,yes,yes,yes,no,no,one year,electronic check,95.65,5471.75,20,6335,missing,16198,0,1,1,0,1,0,0
palo alto,94303,37.45809,-122.115398,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.95,19.95,48,2732,missing,45499,0,0,0,0,1,0,0
stanford,94305,37.424342,-122.165641,57,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.4,1061.6,53,4194,missing,13386,1,0,1,1,1,0,0
palo alto,94306,37.416159,-122.131337,56,no phone service,dsl,no,yes,yes,no,no,no,one year,credit card (automatic),36.1,1971.5,38,5092,missing,24492,1,0,1,1,0,1,0
san mateo,94403,37.538309,-122.305109,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.75,19.75,32,4099,missing,37926,0,0,0,0,1,0,0
san mateo,94404,37.556094,-122.272437,40,no,dsl,yes,no,no,yes,yes,no,month-to-month,credit card (automatic),64.1,2460.35,79,5056,missing,31882,0,0,0,1,1,1,0
alameda,94501,37.774633,-122.274434,46,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.75,856.5,56,2610,missing,58555,1,0,1,1,1,0,0
alameda,94502,37.724817,-122.224363,63,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.7,1275.85,63,4235,missing,13996,1,0,1,1,1,0,0
danville,94506,37.791481,-121.903253,68,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,electronic check,110.2,7467.5,37,4108,missing,19777,1,0,1,1,1,1,0
alamo,94507,37.855717,-121.994813,69,no,fiber optic,yes,yes,no,yes,yes,yes,two year,credit card (automatic),106.35,7261.75,58,6315,missing,15187,1,0,1,1,1,1,0
angwin,94508,38.542448,-122.419923,56,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,electronic check,90.55,5116.6,63,6161,missing,3641,0,0,1,0,1,0,0
antioch,94509,37.980057,-121.801599,10,no,dsl,no,yes,yes,no,no,yes,one year,mailed check,65.9,660.05,78,5289,missing,90891,0,0,1,1,1,1,0
benicia,94510,38.113533,-122.11926,63,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,credit card (automatic),104.5,6590.8,43,4908,missing,25578,1,0,0,0,1,0,0
bethel island,94511,38.050558,-121.646924,24,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,mailed check,52.5,1208.15,47,3303,missing,2379,0,0,1,1,0,1,0
birds landing,94512,38.140719,-121.838298,19,yes,dsl,no,no,yes,no,no,no,month-to-month,mailed check,56.1,1033.9,27,3367,missing,138,0,0,0,0,1,1,0
brentwood,94513,37.908242,-121.682472,22,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,electronic check,88.75,1885.15,48,5585,missing,26577,1,0,1,1,1,1,0
clayton,94517,37.881842,-121.848111,70,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),26.0,2006.95,76,6170,missing,14239,0,0,1,0,1,1,0
concord,94518,37.950248,-122.022455,49,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,99.4,5025,59,4725,missing,27394,0,0,1,0,1,0,0
concord,94521,37.971421,-121.971504,42,no,dsl,no,no,yes,yes,yes,yes,one year,electronic check,73.15,3088.25,58,2531,missing,39888,1,0,1,1,1,0,0
pleasant hill,94523,37.95338,-122.076886,57,no,dsl,no,yes,no,yes,no,no,one year,mailed check,54.65,3134.7,58,4223,missing,32685,1,0,0,0,1,1,0
danville,94526,37.815459,-121.977203,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),115.55,8312.4,38,5076,missing,32873,0,0,1,0,1,1,0
el cerrito,94530,37.924838,-122.289145,46,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,104.45,4863.85,76,4103,missing,23141,0,1,0,0,1,1,0
fremont,94536,37.572273,-121.964583,72,yes,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),91.15,6637.9,33,4311,missing,66543,0,0,1,0,1,1,0
fremont,94538,37.505768,-121.962472,35,no,fiber optic,no,yes,no,yes,yes,no,one year,electronic check,89.7,3165.6,44,2775,missing,56126,1,0,1,1,1,1,0
hayward,94541,37.674002,-122.076796,72,yes,dsl,yes,yes,yes,yes,yes,yes,two year,electronic check,92.4,6786.1,59,5527,missing,60274,0,0,1,0,1,1,0
hayward,94542,37.656695,-122.048361,28,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.9,543,41,2987,missing,11147,0,0,1,1,1,0,0
castro valley,94546,37.708327,-122.083473,45,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),18.85,867.3,78,2653,missing,41698,1,0,0,0,1,0,0
hercules,94547,37.991259,-122.214945,1,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,25.75,25.75,67,2569,missing,22479,0,0,0,0,1,1,0
livermore,94550,37.571748,-121.659562,6,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.95,109.5,77,5554,missing,75929,0,0,0,0,1,1,0
castro valley,94552,37.722727,-122.02157,48,no,fiber optic,no,yes,yes,no,yes,yes,one year,electronic check,97.05,4692.95,66,5893,missing,13212,0,0,1,0,1,1,0
martinez,94553,38.014457,-122.115432,25,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),25.4,546.85,26,5250,missing,46677,1,0,1,1,1,1,0
fremont,94555,37.555473,-122.080312,64,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.7,1274.05,79,5431,missing,33883,1,0,1,1,1,1,0
moraga,94556,37.827946,-122.107185,50,no phone service,dsl,yes,yes,no,no,no,no,month-to-month,mailed check,35.0,1782.4,45,5629,missing,16510,1,0,0,0,0,1,0
napa,94558,38.489789,-122.27011,52,yes,fiber optic,no,no,yes,no,yes,yes,one year,bank transfer (automatic),101.25,5301.1,25,5954,missing,63947,0,0,1,1,1,0,0
napa,94559,38.232389,-122.324944,4,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.2,280.35,53,4444,missing,26894,1,1,1,0,1,1,0
newark,94560,37.504133,-122.032347,32,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,90.95,2897.95,52,5936,missing,42491,0,1,0,0,1,0,0
oakley,94561,37.999406,-121.686241,45,yes,dsl,yes,yes,no,yes,yes,no,two year,credit card (automatic),73.85,3371,76,5264,missing,27607,1,0,1,1,1,0,0
orinda,94563,37.873916,-122.20522,9,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,electronic check,88.05,801.3,30,2715,missing,17964,1,0,1,0,1,1,0
pleasanton,94566,37.633361,-121.862395,54,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,20.1,1079.45,57,5755,missing,36669,0,0,0,0,1,0,0
dublin,94568,37.713926,-121.928425,64,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,bank transfer (automatic),110.3,6997.3,45,5574,missing,29636,0,0,1,1,1,0,0
rodeo,94572,38.027218,-122.23463,12,no,fiber optic,yes,no,no,no,yes,no,one year,credit card (automatic),85.15,979.05,52,2452,missing,8506,0,0,0,0,1,1,0
saint helena,94574,38.581354,-122.296283,67,no,dsl,yes,yes,no,yes,no,no,one year,bank transfer (automatic),60.95,4119.4,41,5792,missing,9423,1,1,1,0,1,1,0
san leandro,94577,37.717196,-122.159338,45,yes,dsl,yes,no,no,yes,no,yes,two year,mailed check,73.55,3349.1,56,2280,missing,41871,0,0,0,0,1,0,0
san leandro,94578,37.704384,-122.126703,10,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,46.0,492.1,38,3903,missing,36568,1,0,0,0,1,0,0
san leandro,94579,37.687264,-122.15728,29,yes,dsl,yes,yes,no,no,no,no,month-to-month,bank transfer (automatic),58.55,1718.95,30,2044,missing,19815,0,1,0,0,1,1,0
san lorenzo,94580,37.676249,-122.132415,24,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),24.6,605.25,62,4147,missing,26240,0,0,0,0,1,0,0
san ramon,94583,37.766556,-121.976784,66,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.75,1344.5,58,4485,missing,44078,1,0,1,1,1,1,0
suisun city,94585,38.197907,-122.017258,51,no,fiber optic,yes,no,no,no,yes,no,one year,mailed check,86.35,4267.15,74,5311,missing,39279,1,0,0,0,1,0,0
sunol,94586,37.587494,-121.862856,45,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,25.5,1121.05,47,3146,missing,790,0,0,1,0,1,0,0
union city,94587,37.59485,-122.051521,49,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),19.0,918.7,39,4066,missing,66472,0,0,1,0,1,0,0
pleasanton,94588,37.685052,-121.912061,29,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.55,521.8,77,5758,missing,28568,0,0,1,0,1,1,0
vallejo,94589,38.161321,-122.271588,40,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,credit card (automatic),110.1,4469.1,39,2283,missing,42209,1,0,1,1,1,1,0
vallejo,94591,38.105733,-122.186338,25,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.75,1729.35,26,3080,missing,51665,1,0,0,0,1,0,0
vallejo,94592,38.093701,-122.276589,22,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,electronic check,50.6,1073.3,62,2854,missing,159,0,0,0,0,0,1,0
walnut creek,94595,37.862128,-122.075197,72,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),65.6,4566.5,75,4369,missing,18024,1,0,0,0,0,1,0
walnut creek,94598,37.916648,-122.008483,33,no,dsl,no,yes,yes,yes,yes,yes,two year,credit card (automatic),82.1,2603.1,32,2281,missing,26022,1,0,1,1,1,0,0
yountville,94599,38.421458,-122.365048,23,no,fiber optic,no,yes,no,yes,no,no,month-to-month,mailed check,79.1,1783.75,75,3619,missing,2873,0,0,0,0,1,1,0
oakland,94603,37.739113,-122.175602,69,yes,dsl,yes,yes,yes,yes,yes,yes,two year,mailed check,90.65,6322.1,55,6487,missing,31392,1,0,0,0,1,0,0
oakland,94605,37.758019,-122.138678,3,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),20.55,57.4,69,2774,missing,42854,0,0,0,1,1,1,0
oakland,94606,37.792489,-122.244314,56,no,dsl,no,yes,no,yes,yes,yes,one year,bank transfer (automatic),75.75,4284.65,56,6487,missing,41876,1,0,0,0,1,1,0
oakland,94607,37.80707,-122.297401,65,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,credit card (automatic),110.0,7138.65,78,6351,missing,21054,1,0,0,0,1,1,0
emeryville,94608,37.83726,-122.287648,71,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,electronic check,20.85,1539.75,67,4837,missing,24589,1,0,1,0,1,0,0
oakland,94609,37.834341,-122.26437,14,yes,fiber optic,no,no,yes,no,no,no,month-to-month,bank transfer (automatic),80.35,1058.1,39,3276,missing,21097,0,1,0,0,1,1,0
oakland,94610,37.808731,-122.238708,2,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.15,123.8,75,4840,missing,29964,0,0,0,0,1,1,0
oakland,94612,37.809014,-122.269739,40,no,dsl,yes,no,yes,no,no,yes,month-to-month,electronic check,67.45,2731,55,4714,missing,11702,1,0,0,0,1,0,0
