customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,id,population,cluster_improved
1818-esqmw,1,united states,california,san joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,female,no,no,no,27,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.2,2383.6,no,0,54,4384,missing,834,4318,0
7401-rubnk,1,united states,california,south dos palos,93665,"36.959731, -120.653519",36.959731,-120.653519,female,no,yes,no,18,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,74.8,1438.05,no,0,39,4809,missing,837,343,0
0506-ylvkj,1,united states,california,sultana,93666,"36.545353, -119.338535",36.545353,-119.338535,male,no,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.2,917.45,no,0,35,3136,missing,838,306,0
8661-boynw,1,united states,california,tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267,female,no,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),84.4,6096.45,no,0,44,5046,missing,839,2633,0
4815-gbtcd,1,united states,california,wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,female,no,yes,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.15,99.95,no,0,31,3891,missing,841,327,0
2805-aufqn,1,united states,california,traver,93673,"36.456091, -119.486225",36.456091,-119.486225,female,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.8,475.2,no,0,20,3875,missing,842,646,0
0980-pvmrc,1,united states,california,squaw valley,93675,"36.719141, -119.202677",36.719141,-119.202677,female,no,yes,yes,40,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.85,2036.55,no,0,35,2819,missing,843,3146,0
7233-drtrf,1,united states,california,fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,male,no,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.4,6444.05,no,0,43,5096,missing,844,13858,0
3873-nftgi,1,united states,california,fresno,93703,"36.768774, -119.762633",36.768774,-119.762633,male,no,no,no,14,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),55.5,767.55,no,0,68,3520,missing,846,31180,0
1162-ecvii,1,united states,california,fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,male,yes,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.75,7932.5,no,0,53,4265,missing,847,26580,0
7048-gxday,1,united states,california,fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,male,no,no,no,39,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,106.4,4040.65,no,0,66,4111,missing,848,35451,0
8571-zcmcx,1,united states,california,fresno,93706,"36.654614, -119.903674",36.654614,-119.903674,female,no,yes,yes,47,no,no phone service,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),60.0,2768.65,no,0,48,3248,missing,849,35790,0
1169-wcvak,1,united states,california,fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,male,no,yes,no,19,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),88.8,1672.35,no,0,63,4600,missing,850,29337,0
7129-cakjw,1,united states,california,fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,female,no,no,no,17,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),80.05,1345.65,no,0,27,3443,missing,853,6848,0
8695-argxz,1,united states,california,fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,male,yes,yes,no,34,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.55,2425.4,no,0,22,5381,missing,854,60889,0
3570-yuekj,1,united states,california,fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,female,no,no,no,42,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.55,2077.95,no,0,43,3637,missing,855,21010,0
1555-hapsu,1,united states,california,fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,female,no,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),23.9,1663.5,no,0,59,5471,missing,857,54701,0
1697-nvvgy,1,united states,california,fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,male,yes,yes,no,19,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),66.4,1286.05,no,0,22,4533,missing,858,16346,0
8464-eetcq,1,united states,california,salinas,93905,"36.667794, -121.601306",36.667794,-121.601306,male,no,no,no,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),18.8,1094.35,no,0,58,6466,missing,860,58548,0
2419-fsors,1,united states,california,salinas,93906,"36.722898, -121.633648",36.722898,-121.633648,male,no,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,108.4,7719.5,no,0,33,4394,missing,861,53946,0
8132-ypvbx,1,united states,california,salinas,93907,"36.77462, -121.664714",36.77462,-121.664714,female,no,no,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,85.95,514.6,no,0,80,3291,missing,862,22292,0
6754-lzuka,1,united states,california,big sur,93920,"36.092975, -121.549826",36.092975,-121.549826,male,no,yes,no,61,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer (automatic),80.9,4932.5,no,0,64,4161,missing,864,1006,0
8099-mzpuj,1,united states,california,carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,male,no,yes,yes,48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),111.8,5443.65,no,0,57,3922,missing,866,13121,0
0787-lhdyt,1,united states,california,carmel valley,93924,"36.414611, -121.6386",36.414611,-121.6386,male,no,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.6,330.25,no,0,64,5667,missing,867,6691,0
0374-ioegq,1,united states,california,gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719,female,no,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.6,122.7,no,0,74,3122,missing,869,9023,0
3197-nnynb,1,united states,california,jolon,93928,"35.930782, -121.189757",35.930782,-121.189757,male,no,no,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,credit card (automatic),105.1,6631.85,no,0,28,5649,missing,871,254,0
3396-dkdel,1,united states,california,king city,93930,"36.220761, -120.980777",36.220761,-120.980777,female,no,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.15,8250.0,no,0,80,4388,missing,872,14477,0
1752-ozxfy,1,united states,california,lockwood,93932,"35.989792, -121.055933",35.989792,-121.055933,male,no,yes,no,60,yes,no,dsl,yes,no,no,no,yes,no,one year,yes,mailed check,59.8,3561.15,no,0,63,5488,missing,873,538,0
9066-qrsdu,1,united states,california,marina,93933,"36.689582, -121.758398",36.689582,-121.758398,female,no,yes,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,26.3,1763.55,no,0,25,5418,missing,874,21759,0
9112-wsnpu,1,united states,california,monterey,93940,"36.362741, -121.869685",36.362741,-121.869685,female,yes,no,no,35,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.55,2419.0,no,0,45,5873,missing,875,32857,0
9867-nnxlc,1,united states,california,pacific grove,93950,"36.618337, -121.926417",36.618337,-121.926417,female,no,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.05,470.2,no,0,44,5555,missing,876,15449,0
5321-ntrkc,1,united states,california,pebble beach,93953,"36.587497, -121.944815",36.587497,-121.944815,male,no,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer (automatic),79.85,5234.95,no,0,56,6236,missing,877,4602,0
3161-getrm,1,united states,california,soledad,93960,"36.414216, -121.360597",36.414216,-121.360597,male,no,yes,yes,34,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.05,3097.0,no,0,59,4648,missing,880,13003,0
0402-oamen,1,united states,california,spreckels,93962,"36.624641, -121.647195",36.624641,-121.647195,female,no,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.45,1709.1,no,0,64,5335,missing,881,407,0
6933-vlyfx,1,united states,california,belmont,94002,"37.509366, -122.306132",37.509366,-122.306132,male,no,yes,yes,31,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,electronic check,59.95,1848.8,no,0,37,4337,missing,882,25566,0
6754-wkshp,1,united states,california,brisbane,94005,"37.684694, -122.40712",37.684694,-122.40712,male,no,no,yes,30,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),25.35,723.3,no,0,47,5915,missing,883,3635,0
4976-lnfvv,1,united states,california,daly city,94015,"37.680844, -122.48131",37.680844,-122.48131,male,yes,yes,no,19,no,no phone service,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),34.3,577.15,no,0,20,4615,missing,886,63337,0
5055-mgmgf,1,united states,california,half moon bay,94019,"37.45567, -122.407992",37.45567,-122.407992,female,no,yes,no,65,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,105.05,6914.95,no,0,53,5313,missing,887,17929,0
4641-frolu,1,united states,california,la honda,94020,"37.285677, -122.224165",37.285677,-122.224165,female,no,yes,yes,30,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.3,602.9,no,0,30,4453,missing,888,1622,0
2862-jveoy,1,united states,california,loma mar,94021,"37.266388, -122.26308",37.266388,-122.26308,male,no,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.15,124.4,no,0,41,5322,missing,889,148,0
2969-qwubz,1,united states,california,los altos,94022,"37.349546, -122.134356",37.349546,-122.134356,female,no,no,no,2,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,no,electronic check,51.4,96.8,no,0,58,2580,missing,890,18486,0
9822-biign,1,united states,california,los altos,94024,"37.352911, -122.093002",37.352911,-122.093002,male,no,yes,yes,53,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,no,electronic check,71.85,3827.9,no,0,52,4903,missing,891,21496,0
2077-mpjqo,1,united states,california,menlo park,94025,"37.449551, -122.183762",37.449551,-122.183762,male,yes,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.4,533.05,no,0,41,3533,missing,892,39062,0
1534-oulxe,1,united states,california,atherton,94027,"37.454924, -122.203168",37.454924,-122.203168,female,no,yes,yes,61,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),49.7,2961.4,no,0,46,4577,missing,893,6876,0
2971-sgafl,1,united states,california,millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,female,no,no,no,13,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,78.75,995.35,no,0,79,5631,missing,895,20350,0
1480-ivevr,1,united states,california,montara,94037,"37.540582, -122.509594",37.540582,-122.509594,male,yes,yes,no,35,yes,yes,fiber optic,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),81.6,2815.25,no,0,60,2300,missing,896,2346,0
2905-kfquv,1,united states,california,moss beach,94038,"37.515556, -122.502311",37.515556,-122.502311,female,no,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),70.4,154.8,no,0,39,5748,missing,897,3064,0
3370-hxoph,1,united states,california,mountain view,94041,"37.388349, -122.075299",37.388349,-122.075299,female,no,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,76.1,257.6,no,0,25,2650,missing,899,13483,0
9391-yzejw,1,united states,california,mountain view,94043,"37.419725, -122.062947",37.419725,-122.062947,female,no,no,no,62,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),94.0,5757.2,no,0,25,4778,missing,900,27822,0
9958-mekuc,1,united states,california,pacifica,94044,"37.573633, -122.455167",37.573633,-122.455167,male,no,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),103.95,7517.7,no,0,26,4495,missing,901,38885,0
0281-cntzx,1,united states,california,pescadero,94060,"37.22565, -122.297533",37.22565,-122.297533,male,no,yes,no,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.95,1234.8,no,0,74,5151,missing,902,2055,0
4118-cevpf,1,united states,california,redwood city,94062,"37.410567, -122.297152",37.410567,-122.297152,female,yes,no,no,35,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),110.8,3836.3,no,0,35,2125,missing,904,25569,0
9114-vepuf,1,united states,california,redwood city,94065,"37.527497, -122.230941",37.527497,-122.230941,male,no,yes,no,62,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,no,electronic check,96.1,6001.45,no,0,61,6139,missing,906,10658,0
7876-beutg,1,united states,california,san bruno,94066,"37.624436, -122.430661",37.624436,-122.430661,female,no,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,48.8,720.1,no,0,57,2577,missing,907,39566,0
2338-bqezt,1,united states,california,san carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,female,no,no,no,55,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),50.55,2832.75,no,0,44,6250,missing,908,28098,0
9873-mndkv,1,united states,california,san gregorio,94074,"37.331762, -122.341444",37.331762,-122.341444,female,no,no,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.65,472.25,no,0,64,4492,missing,909,291,0
8241-juiqo,1,united states,california,sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.020456,female,no,no,no,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.45,1336.35,no,0,26,4559,missing,911,64010,0
2194-iiqof,1,united states,california,sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,female,no,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.3,6388.65,no,0,30,4658,missing,912,50070,0
9631-rxvjm,1,united states,california,san francisco,94102,"37.7795, -122.419233",37.7795,-122.419233,male,no,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.25,677.9,no,0,77,2682,missing,914,28998,0
9584-excdz,1,united states,california,san francisco,94103,"37.773147, -122.411287",37.773147,-122.411287,female,no,no,no,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.5,1165.6,no,0,53,3650,missing,915,23036,0
5093-feglu,1,united states,california,san francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,female,no,yes,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.65,921.55,no,0,28,4159,missing,917,2066,0
2621-udnlu,1,united states,california,san francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,female,no,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,72.0,no,0,56,5867,missing,918,17372,0
7526-ivlyu,1,united states,california,san francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,68.35,no,0,55,4852,missing,919,13723,0
2428-hyunx,1,united states,california,san francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,male,yes,yes,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.35,847.25,no,0,42,4975,missing,920,56330,0
9214-ekvxr,1,united states,california,san francisco,94110,"37.750021, -122.415201",37.750021,-122.415201,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.0,44.0,no,0,75,4138,missing,921,74641,1
3410-mhhum,1,united states,california,san francisco,94111,"37.801776, -122.402293",37.801776,-122.402293,female,no,yes,yes,44,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,no,electronic check,94.4,4295.35,no,0,73,5019,missing,922,3337,0
2122-ywvya,1,united states,california,san francisco,94116,"37.74441, -122.486764",37.74441,-122.486764,female,no,no,no,18,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,75.4,1380.4,no,0,53,4792,missing,926,42959,0
2296-dkzfp,1,united states,california,san francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,female,no,yes,no,65,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,bank transfer (automatic),71.0,4386.2,no,0,32,6308,missing,928,38955,0
8909-bolnl,1,united states,california,san francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,21.2,52.05,no,0,29,2088,missing,931,22920,0
6603-yrdcj,1,united states,california,san francisco,94124,"37.731505, -122.384532",37.731505,-122.384532,male,no,yes,no,33,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,61.05,2018.4,no,0,21,3215,missing,932,33177,0
3229-uswar,1,united states,california,san francisco,94129,"37.797526, -122.464531",37.797526,-122.464531,female,no,no,no,34,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),79.95,2727.3,no,0,26,3570,missing,934,2240,0
2138-vfapz,1,united states,california,san francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,female,no,yes,yes,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.7,263.65,no,0,68,2966,missing,935,1458,0
6131-jlwzm,1,united states,california,san francisco,94131,"37.746699, -122.442833",37.746699,-122.442833,female,no,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.3,275.4,no,0,45,5332,missing,936,27906,0
0269-xfesx,1,united states,california,san francisco,94133,"37.802071, -122.411004",37.802071,-122.411004,male,no,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.35,538.5,no,0,30,4031,missing,938,26831,0
1709-ejdox,1,united states,california,san francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,female,no,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,948.9,no,0,34,3843,missing,939,40137,0
4316-xcslj,1,united states,california,palo alto,94301,"37.444314, -122.149996",37.444314,-122.149996,male,no,no,yes,17,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,50.3,846.8,no,0,33,3202,missing,940,16198,0
9693-xmuob,1,united states,california,palo alto,94304,"37.386978, -122.177746",37.386978,-122.177746,male,yes,yes,no,59,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.25,2997.45,no,0,27,5546,missing,942,1723,0
0383-cldda,1,united states,california,stanford,94305,"37.424342, -122.165641",37.424342,-122.165641,female,no,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.35,5897.4,no,0,37,6499,missing,943,13386,0
2709-uqgnp,1,united states,california,san mateo,94401,"37.590421, -122.306467",37.590421,-122.306467,male,no,no,no,10,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,51.65,524.5,no,0,45,4292,missing,945,32488,0
3549-ztmnh,1,united states,california,san mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,male,no,yes,yes,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.0,269.65,no,0,69,3705,missing,946,23393,0
8033-atfas,1,united states,california,san mateo,94404,"37.556094, -122.272437",37.556094,-122.272437,female,no,yes,yes,39,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,mailed check,59.85,2341.5,no,0,47,3900,missing,948,31882,0
1635-nzatj,1,united states,california,alameda,94501,"37.774633, -122.274434",37.774633,-122.274434,male,yes,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.45,1789.65,no,0,26,5341,missing,949,58555,0
0562-hkhml,1,united states,california,alameda,94502,"37.724817, -122.224363",37.724817,-122.224363,male,no,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),23.9,1626.4,no,0,71,5574,missing,950,13996,0
8277-rvrsv,1,united states,california,danville,94506,"37.791481, -121.903253",37.791481,-121.903253,female,no,yes,yes,33,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.15,800.3,no,0,73,4501,missing,951,19777,0
9943-vszuv,1,united states,california,alamo,94507,"37.855717, -121.994813",37.855717,-121.994813,male,yes,no,no,67,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.7,5060.85,no,0,30,5823,missing,952,15187,0
7054-enngu,1,united states,california,benicia,94510,"38.113533, -122.11926",38.113533,-122.11926,female,no,yes,no,9,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.85,466.6,no,0,26,4623,missing,955,25578,0
1455-hfbxa,1,united states,california,bethel island,94511,"38.050558, -121.646924",38.050558,-121.646924,male,no,yes,no,52,yes,yes,fiber optic,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),91.6,4627.8,no,0,62,6069,missing,956,2379,0
9402-cxwpl,1,united states,california,birds landing,94512,"38.140719, -121.838298",38.140719,-121.838298,female,no,no,no,70,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,electronic check,98.9,6838.6,no,0,20,5980,missing,957,138,0
1628-bizyp,1,united states,california,brentwood,94513,"37.908242, -121.682472",37.908242,-121.682472,male,no,no,no,1,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,85.0,85.0,no,0,46,5754,missing,958,26577,1
0082-ldzue,1,united states,california,calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.3,44.3,no,0,57,4427,missing,960,7384,1
5343-sgubi,1,united states,california,concord,94518,"37.950248, -122.022455",37.950248,-122.022455,female,no,no,no,52,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,mailed check,80.2,4297.6,no,0,51,5597,missing,962,27394,0
0856-naoes,1,united states,california,concord,94519,"37.990118, -122.012188",37.990118,-122.012188,male,no,no,no,6,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,mailed check,60.9,414.1,no,0,80,2191,missing,963,18650,0
1976-azzpj,1,united states,california,concord,94520,"38.013825, -122.039144",38.013825,-122.039144,male,no,yes,no,7,no,no phone service,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,34.2,256.6,no,0,32,5100,missing,964,36186,0
6156-uzdlf,1,united states,california,pleasant hill,94523,"37.95338, -122.076886",37.95338,-122.076886,female,no,no,no,26,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,yes,credit card (automatic),87.15,2274.1,no,0,77,5689,missing,966,32685,0
3099-oonvs,1,united states,california,crockett,94525,"38.049292, -122.228415",38.049292,-122.228415,male,no,yes,yes,25,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.3,1296.8,no,0,63,3971,missing,967,3193,0
9500-wbgrp,1,united states,california,danville,94526,"37.815459, -121.977203",37.815459,-121.977203,male,no,no,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.1,1268.85,no,0,31,4535,missing,968,32873,0
5183-klyem,1,united states,california,el cerrito,94530,"37.924838, -122.289145",37.924838,-122.289145,female,no,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),112.75,8192.6,no,0,60,4927,missing,969,23141,0
5144-pqcdz,1,united states,california,fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,male,no,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,59.25,no,0,64,3172,missing,970,77683,0
8514-vzheb,1,united states,california,travis afb,94535,"38.265899, -121.939461",38.265899,-121.939461,male,no,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.5,1147.85,no,0,50,5293,missing,971,9978,0
6625-iuttt,1,united states,california,fremont,94536,"37.572273, -121.964583",37.572273,-121.964583,male,no,no,no,67,yes,no,dsl,yes,no,yes,no,no,yes,two year,no,bank transfer (automatic),65.55,4361.55,no,0,54,6035,missing,972,66543,0
9355-nppfs,1,united states,california,fremont,94538,"37.505768, -121.962472",37.505768,-121.962472,female,yes,no,no,26,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.8,2006.1,no,0,37,4509,missing,973,56126,0
0068-figtf,1,united states,california,fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,female,no,no,no,27,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,mailed check,78.2,2078.95,no,0,54,2297,missing,974,46917,0
5965-ggprw,1,united states,california,hayward,94541,"37.674002, -122.076796",37.674002,-122.076796,male,no,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,bank transfer (automatic),105.25,7609.75,no,0,78,4427,missing,975,60274,0
8035-pwsev,1,united states,california,hayward,94542,"37.656695, -122.048361",37.656695,-122.048361,female,no,no,no,6,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.25,487.05,no,0,76,4430,missing,976,11147,0
2236-hilpa,1,united states,california,hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,male,no,yes,yes,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.65,1218.45,no,0,40,6403,missing,977,72993,0
1840-biuog,1,united states,california,hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,male,no,no,no,20,yes,yes,dsl,no,yes,no,yes,yes,no,one year,yes,electronic check,68.7,1416.2,no,0,73,2989,missing,978,27311,0
1356-mkysk,1,united states,california,castro valley,94546,"37.708327, -122.083473",37.708327,-122.083473,male,no,no,no,6,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,credit card (automatic),78.65,483.3,no,0,68,2724,missing,979,41698,0
6080-lnesi,1,united states,california,hercules,94547,"37.991259, -122.214945",37.991259,-122.214945,male,no,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.75,1234.6,no,0,46,5080,missing,980,22479,0
1830-ipxvj,1,united states,california,lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161,female,no,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.75,1311.6,no,0,22,6108,missing,981,23996,0
